mode,size_bytes,size_kb,N,avg_total_ns,ns_per_iter
random,421888,412,105472,3278414.2857,31.0833
random_index,421888,412,105472,74871.4286,0.7099
sequential,422912,413,105728,8600.0000,0.0813
random,422912,413,105728,3132842.8571,29.6312
random_index,422912,413,105728,64971.4286,0.6145
sequential,423936,414,105984,13114.2857,0.1237
random,423936,414,105984,3125285.7143,29.4883
random_index,423936,414,105984,65942.8571,0.6222
sequential,424960,415,106240,10442.8571,0.0983
random,424960,415,106240,3232728.5714,30.4285
random_index,424960,415,106240,65942.8571,0.6207
sequential,425984,416,106496,8385.7143,0.0787
random,425984,416,106496,3104114.2857,29.1477
random_index,425984,416,106496,67628.5714,0.6350
sequential,427008,417,106752,8400.0000,0.0787
random,427008,417,106752,3094628.5714,28.9890
random_index,427008,417,106752,65685.7143,0.6153
sequential,428032,418,107008,8357.1429,0.0781
random,428032,418,107008,3139442.8571,29.3384
random_index,428032,418,107008,77542.8571,0.7246
sequential,429056,419,107264,9600.0000,0.0895
random,429056,419,107264,3540671.4286,33.0089
random_index,429056,419,107264,67257.1429,0.6270
sequential,430080,420,107520,8428.5714,0.0784
random,430080,420,107520,3435714.2857,31.9542
random_index,430080,420,107520,65142.8571,0.6059
sequential,431104,421,107776,8471.4286,0.0786
random,431104,421,107776,3740257.1429,34.7040
random_index,431104,421,107776,69814.2857,0.6478
sequential,432128,422,108032,12042.8571,0.1115
random,432128,422,108032,3178157.1429,29.4187
random_index,432128,422,108032,72428.5714,0.6704
sequential,433152,423,108288,8771.4286,0.0810
random,433152,423,108288,3365457.1429,31.0788
random_index,433152,423,108288,86985.7143,0.8033
sequential,434176,424,108544,18600.0000,0.1714
random,434176,424,108544,3402928.5714,31.3507
random_index,434176,424,108544,81657.1429,0.7523
sequential,435200,425,108800,8571.4286,0.0788
random,435200,425,108800,3182871.4286,29.2543
random_index,435200,425,108800,64357.1429,0.5915
sequential,436224,426,109056,8828.5714,0.0810
random,436224,426,109056,3765685.7143,34.5298
random_index,436224,426,109056,76942.8571,0.7055
sequential,437248,427,109312,8828.5714,0.0808
random,437248,427,109312,3167071.4286,28.9728
random_index,437248,427,109312,69728.5714,0.6379
sequential,438272,428,109568,9585.7143,0.0875
random,438272,428,109568,3193885.7143,29.1498
random_index,438272,428,109568,67642.8571,0.6174
sequential,439296,429,109824,12000.0000,0.1093
random,439296,429,109824,3303014.2857,30.0755
random_index,439296,429,109824,79628.5714,0.7251
sequential,440320,430,110080,10714.2857,0.0973
random,440320,430,110080,3431357.1429,31.1715
random_index,440320,430,110080,88585.7143,0.8047
sequential,441344,431,110336,14371.4286,0.1303
random,441344,431,110336,3270342.8571,29.6399
random_index,441344,431,110336,67800.0000,0.6145
sequential,442368,432,110592,9214.2857,0.0833
random,442368,432,110592,3308942.8571,29.9203
random_index,442368,432,110592,86828.5714,0.7851
sequential,443392,433,110848,8685.7143,0.0784
random,443392,433,110848,3348400.0000,30.2071
random_index,443392,433,110848,84914.2857,0.7660
sequential,444416,434,111104,8928.5714,0.0804
random,444416,434,111104,3251257.1429,29.2632
random_index,444416,434,111104,73971.4286,0.6658
sequential,445440,435,111360,8771.4286,0.0788
random,445440,435,111360,3236114.2857,29.0599
random_index,445440,435,111360,72114.2857,0.6476
sequential,446464,436,111616,8814.2857,0.0790
random,446464,436,111616,3261914.2857,29.2244
random_index,446464,436,111616,77242.8571,0.6920
sequential,447488,437,111872,9285.7143,0.0830
random,447488,437,111872,3239800.0000,28.9599
random_index,447488,437,111872,68157.1429,0.6092
sequential,448512,438,112128,8842.8571,0.0789
random,448512,438,112128,3244857.1429,28.9389
random_index,448512,438,112128,68614.2857,0.6119
sequential,449536,439,112384,12114.2857,0.1078
random,449536,439,112384,3256757.1429,28.9788
random_index,449536,439,112384,69414.2857,0.6177
sequential,450560,440,112640,10314.2857,0.0916
random,450560,440,112640,3468228.5714,30.7904
random_index,450560,440,112640,81871.4286,0.7268
sequential,451584,441,112896,9457.1429,0.0838
random,451584,441,112896,3307085.7143,29.2932
random_index,451584,441,112896,73228.5714,0.6486
sequential,452608,442,113152,8942.8571,0.0790
random,452608,442,113152,3415328.5714,30.1835
random_index,452608,442,113152,84228.5714,0.7444
sequential,453632,443,113408,8985.7143,0.0792
random,453632,443,113408,3383442.8571,29.8343
random_index,453632,443,113408,91971.4286,0.8110
sequential,454656,444,113664,8971.4286,0.0789
random,454656,444,113664,3383442.8571,29.7671
random_index,454656,444,113664,70314.2857,0.6186
sequential,455680,445,113920,9057.1429,0.0795
random,455680,445,113920,3572471.4286,31.3595
random_index,455680,445,113920,69342.8571,0.6087
sequential,456704,446,114176,9028.5714,0.0791
random,456704,446,114176,3414400.0000,29.9047
random_index,456704,446,114176,74785.7143,0.6550
sequential,457728,447,114432,12271.4286,0.1072
random,457728,447,114432,3387842.8571,29.6057
random_index,457728,447,114432,70285.7143,0.6142
sequential,458752,448,114688,9028.5714,0.0787
random,458752,448,114688,3324771.4286,28.9897
random_index,458752,448,114688,73828.5714,0.6437
sequential,459776,449,114944,10157.1429,0.0884
random,459776,449,114944,3317957.1429,28.8659
random_index,459776,449,114944,70571.4286,0.6140
sequential,460800,450,115200,10314.2857,0.0895
random,460800,450,115200,3417171.4286,29.6629
random_index,460800,450,115200,70600.0000,0.6128
sequential,461824,451,115456,10071.4286,0.0872
random,461824,451,115456,3338328.5714,28.9143
random_index,461824,451,115456,72628.5714,0.6291
sequential,462848,452,115712,9142.8571,0.0790
random,462848,452,115712,3428471.4286,29.6294
random_index,462848,452,115712,73471.4286,0.6350
sequential,463872,453,115968,13071.4286,0.1127
random,463872,453,115968,3374542.8571,29.0989
random_index,463872,453,115968,83700.0000,0.7218
sequential,464896,454,116224,9142.8571,0.0787
random,464896,454,116224,3374357.1429,29.0332
random_index,464896,454,116224,71071.4286,0.6115
sequential,465920,455,116480,10185.7143,0.0874
random,465920,455,116480,3365528.5714,28.8936
random_index,465920,455,116480,72100.0000,0.6190
sequential,466944,456,116736,9257.1429,0.0793
random,466944,456,116736,3437571.4286,29.4474
random_index,466944,456,116736,71085.7143,0.6089
sequential,467968,457,116992,9314.2857,0.0796
random,467968,457,116992,3394871.4286,29.0180
random_index,467968,457,116992,73857.1429,0.6313
sequential,468992,458,117248,10042.8571,0.0857
random,468992,458,117248,3394100.0000,28.9480
random_index,468992,458,117248,73471.4286,0.6266
sequential,470016,459,117504,10742.8571,0.0914
random,470016,459,117504,3487014.2857,29.6757
random_index,470016,459,117504,73685.7143,0.6271
sequential,471040,460,117760,9314.2857,0.0791
random,471040,460,117760,3409657.1429,28.9543
random_index,471040,460,117760,72185.7143,0.6130
sequential,472064,461,118016,12542.8571,0.1063
random,472064,461,118016,3430028.5714,29.0641
random_index,472064,461,118016,73914.2857,0.6263
sequential,473088,462,118272,15957.1429,0.1349
random,473088,462,118272,3570242.8571,30.1867
random_index,473088,462,118272,76514.2857,0.6469
sequential,474112,463,118528,11314.2857,0.0955
random,474112,463,118528,3612414.2857,30.4773
random_index,474112,463,118528,83142.8571,0.7015
sequential,475136,464,118784,9400.0000,0.0791
random,475136,464,118784,3558914.2857,29.9612
random_index,475136,464,118784,82628.5714,0.6956
sequential,476160,465,119040,9400.0000,0.0790
random,476160,465,119040,3651057.1429,30.6708
random_index,476160,465,119040,68657.1429,0.5768
sequential,477184,466,119296,9428.5714,0.0790
random,477184,466,119296,3505000.0000,29.3807
random_index,477184,466,119296,75300.0000,0.6312
sequential,478208,467,119552,9442.8571,0.0790
random,478208,467,119552,3461414.2857,28.9532
random_index,478208,467,119552,74028.5714,0.6192
sequential,479232,468,119808,9400.0000,0.0785
random,479232,468,119808,3474042.8571,28.9968
random_index,479232,468,119808,74185.7143,0.6192
sequential,480256,469,120064,9471.4286,0.0789
random,480256,469,120064,3487142.8571,29.0440
random_index,480256,469,120064,73628.5714,0.6132
sequential,481280,470,120320,9728.5714,0.0809
random,481280,470,120320,3887928.5714,32.3132
random_index,481280,470,120320,79000.0000,0.6566
sequential,482304,471,120576,9557.1429,0.0793
random,482304,471,120576,3586028.5714,29.7408
random_index,482304,471,120576,75885.7143,0.6294
sequential,483328,472,120832,9514.2857,0.0787
random,483328,472,120832,3598242.8571,29.7789
random_index,483328,472,120832,90785.7143,0.7513
sequential,484352,473,121088,9585.7143,0.0792
random,484352,473,121088,3521671.4286,29.0836
random_index,484352,473,121088,94800.0000,0.7829
sequential,485376,474,121344,9614.2857,0.0792
random,485376,474,121344,3522971.4286,29.0329
random_index,485376,474,121344,75085.7143,0.6188
sequential,486400,475,121600,9585.7143,0.0788
random,486400,475,121600,3563985.7143,29.3091
random_index,486400,475,121600,83685.7143,0.6882
sequential,487424,476,121856,9657.1429,0.0793
random,487424,476,121856,3770600.0000,30.9431
random_index,487424,476,121856,79500.0000,0.6524
sequential,488448,477,122112,9657.1429,0.0791
random,488448,477,122112,3540800.0000,28.9963
random_index,488448,477,122112,77314.2857,0.6331
sequential,489472,478,122368,10185.7143,0.0832
random,489472,478,122368,3807628.5714,31.1162
random_index,489472,478,122368,80857.1429,0.6608
sequential,490496,479,122624,9728.5714,0.0793
random,490496,479,122624,3547914.2857,28.9333
random_index,490496,479,122624,89500.0000,0.7299
sequential,491520,480,122880,11871.4286,0.0966
random,491520,480,122880,3575600.0000,29.0983
random_index,491520,480,122880,76028.5714,0.6187
sequential,492544,481,123136,25071.4286,0.2036
random,492544,481,123136,3728757.1429,30.2816
random_index,492544,481,123136,90528.5714,0.7352
sequential,493568,482,123392,17657.1429,0.1431
random,493568,482,123392,3635100.0000,29.4598
random_index,493568,482,123392,96657.1429,0.7833
sequential,494592,483,123648,10285.7143,0.0832
random,494592,483,123648,3770214.2857,30.4915
random_index,494592,483,123648,77442.8571,0.6263
sequential,495616,484,123904,9785.7143,0.0790
random,495616,484,123904,3581200.0000,28.9030
random_index,495616,484,123904,75571.4286,0.6099
sequential,496640,485,124160,10771.4286,0.0868
random,496640,485,124160,4055371.4286,32.6625
random_index,496640,485,124160,102314.2857,0.8241
sequential,497664,486,124416,10242.8571,0.0823
random,497664,486,124416,3807342.8571,30.6017
random_index,497664,486,124416,78085.7143,0.6276
sequential,498688,487,124672,9914.2857,0.0795
random,498688,487,124672,3619285.7143,29.0305
random_index,498688,487,124672,77185.7143,0.6191
sequential,499712,488,124928,11442.8571,0.0916
random,499712,488,124928,3621357.1429,28.9876
random_index,499712,488,124928,76914.2857,0.6157
sequential,500736,489,125184,10257.1429,0.0819
random,500736,489,125184,3611228.5714,28.8474
random_index,500736,489,125184,77400.0000,0.6183
sequential,501760,490,125440,9942.8571,0.0793
random,501760,490,125440,3631142.8571,28.9472
random_index,501760,490,125440,79300.0000,0.6322
sequential,502784,491,125696,9928.5714,0.0790
random,502784,491,125696,3627771.4286,28.8615
random_index,502784,491,125696,77857.1429,0.6194
sequential,503808,492,125952,10514.2857,0.0835
random,503808,492,125952,3629014.2857,28.8127
random_index,503808,492,125952,81942.8571,0.6506
sequential,504832,493,126208,10728.5714,0.0850
random,504832,493,126208,3634628.5714,28.7987
random_index,504832,493,126208,80000.0000,0.6339
sequential,505856,494,126464,12314.2857,0.0974
random,505856,494,126464,3667785.7143,29.0026
random_index,505856,494,126464,77671.4286,0.6142
sequential,506880,495,126720,12600.0000,0.0994
random,506880,495,126720,3669585.7143,28.9582
random_index,506880,495,126720,73300.0000,0.5784
sequential,507904,496,126976,10028.5714,0.0790
random,507904,496,126976,3656928.5714,28.8002
random_index,507904,496,126976,78657.1429,0.6195
sequential,508928,497,127232,10042.8571,0.0789
random,508928,497,127232,3672485.7143,28.8645
random_index,508928,497,127232,80542.8571,0.6330
sequential,509952,498,127488,10071.4286,0.0790
random,509952,498,127488,3672242.8571,28.8046
random_index,509952,498,127488,78871.4286,0.6187
sequential,510976,499,127744,10100.0000,0.0791
random,510976,499,127744,3692471.4286,28.9052
random_index,510976,499,127744,79871.4286,0.6252
sequential,512000,500,128000,10100.0000,0.0789
random,512000,500,128000,3697671.4286,28.8881
random_index,512000,500,128000,79528.5714,0.6213
sequential,513024,501,128256,11171.4286,0.0871
random,513024,501,128256,3688685.7143,28.7603
random_index,513024,501,128256,78971.4286,0.6157
sequential,514048,502,128512,10214.2857,0.0795
random,514048,502,128512,3703657.1429,28.8195
random_index,514048,502,128512,79971.4286,0.6223
sequential,515072,503,128768,10142.8571,0.0788
random,515072,503,128768,3811371.4286,29.5987
random_index,515072,503,128768,80985.7143,0.6289
sequential,516096,504,129024,10428.5714,0.0808
random,516096,504,129024,3727757.1429,28.8920
random_index,516096,504,129024,81485.7143,0.6316
sequential,517120,505,129280,10228.5714,0.0791
random,517120,505,129280,3806757.1429,29.4458
random_index,517120,505,129280,80528.5714,0.6229
sequential,518144,506,129536,10257.1429,0.0792
random,518144,506,129536,3738985.7143,28.8645
random_index,518144,506,129536,81471.4286,0.6289
sequential,519168,507,129792,10271.4286,0.0791
random,519168,507,129792,3769757.1429,29.0446
random_index,519168,507,129792,84300.0000,0.6495
sequential,520192,508,130048,11057.1429,0.0850
random,520192,508,130048,3742042.8571,28.7743
random_index,520192,508,130048,82042.8571,0.6309
sequential,521216,509,130304,10557.1429,0.0810
random,521216,509,130304,3750928.5714,28.7860
random_index,521216,509,130304,81442.8571,0.6250
sequential,522240,510,130560,10342.8571,0.0792
random,522240,510,130560,3758500.0000,28.7875
random_index,522240,510,130560,85857.1429,0.6576
sequential,523264,511,130816,13742.8571,0.1051
random,523264,511,130816,3855028.5714,29.4691
random_index,523264,511,130816,85885.7143,0.6565
sequential,524288,512,131072,11400.0000,0.0870
random,524288,512,131072,3751842.8571,28.6243
random_index,524288,512,131072,87085.7143,0.6644
sequential,525312,513,131328,10400.0000,0.0792
random,525312,513,131328,3960728.5714,30.1591
random_index,525312,513,131328,82357.1429,0.6271
sequential,526336,514,131584,11000.0000,0.0836
random,526336,514,131584,3906542.8571,29.6886
random_index,526336,514,131584,82414.2857,0.6263
sequential,527360,515,131840,14300.0000,0.1085
random,527360,515,131840,3870971.4286,29.3611
random_index,527360,515,131840,82328.5714,0.6245
sequential,528384,516,132096,14814.2857,0.1121
random,528384,516,132096,3786557.1429,28.6652
random_index,528384,516,132096,80628.5714,0.6104
sequential,529408,517,132352,10485.7143,0.0792
random,529408,517,132352,3784185.7143,28.5918
random_index,529408,517,132352,80814.2857,0.6106
sequential,530432,518,132608,13628.5714,0.1028
random,530432,518,132608,3789557.1429,28.5771
random_index,530432,518,132608,85214.2857,0.6426
sequential,531456,519,132864,10557.1429,0.0795
random,531456,519,132864,3800414.2857,28.6038
random_index,531456,519,132864,82142.8571,0.6182
sequential,532480,520,133120,10557.1429,0.0793
random,532480,520,133120,3816000.0000,28.6659
random_index,532480,520,133120,82057.1429,0.6164
sequential,533504,521,133376,17228.5714,0.1292
random,533504,521,133376,3825642.8571,28.6831
random_index,533504,521,133376,77028.5714,0.5775
sequential,534528,522,133632,10928.5714,0.0818
random,534528,522,133632,3831000.0000,28.6683
random_index,534528,522,133632,84285.7143,0.6307
sequential,535552,523,133888,10628.5714,0.0794
random,535552,523,133888,3840142.8571,28.6818
random_index,535552,523,133888,81042.8571,0.6053
sequential,536576,524,134144,10700.0000,0.0798
random,536576,524,134144,3843014.2857,28.6484
random_index,536576,524,134144,78628.5714,0.5862
sequential,537600,525,134400,12442.8571,0.0926
random,537600,525,134400,3863457.1429,28.7460
random_index,537600,525,134400,85514.2857,0.6363
sequential,538624,526,134656,10714.2857,0.0796
random,538624,526,134656,3984157.1429,29.5877
random_index,538624,526,134656,95957.1429,0.7126
sequential,539648,527,134912,14071.4286,0.1043
random,539648,527,134912,3881214.2857,28.7685
random_index,539648,527,134912,104642.8571,0.7756
sequential,540672,528,135168,10757.1429,0.0796
random,540672,528,135168,3867371.4286,28.6116
random_index,540672,528,135168,82114.2857,0.6075
sequential,541696,529,135424,10728.5714,0.0792
random,541696,529,135424,4061528.5714,29.9912
random_index,541696,529,135424,84828.5714,0.6264
sequential,542720,530,135680,10742.8571,0.0792
random,542720,530,135680,3886271.4286,28.6429
random_index,542720,530,135680,82214.2857,0.6059
sequential,543744,531,135936,10757.1429,0.0791
random,543744,531,135936,4085642.8571,30.0556
random_index,543744,531,135936,82242.8571,0.6050
sequential,544768,532,136192,18528.5714,0.1360
random,544768,532,136192,3900071.4286,28.6366
random_index,544768,532,136192,109428.5714,0.8035
sequential,545792,533,136448,11585.7143,0.0849
random,545792,533,136448,3908057.1429,28.6414
random_index,545792,533,136448,83171.4286,0.6095
sequential,546816,534,136704,11114.2857,0.0813
random,546816,534,136704,3942500.0000,28.8397
random_index,546816,534,136704,83471.4286,0.6106
sequential,547840,535,136960,11914.2857,0.0870
random,547840,535,136960,3923800.0000,28.6492
random_index,547840,535,136960,84385.7143,0.6161
sequential,548864,536,137216,10900.0000,0.0794
random,548864,536,137216,3942428.5714,28.7316
random_index,548864,536,137216,84128.5714,0.6131
sequential,549888,537,137472,27257.1429,0.1983
random,549888,537,137472,3978371.4286,28.9395
random_index,549888,537,137472,89071.4286,0.6479
sequential,550912,538,137728,13414.2857,0.0974
random,550912,538,137728,4119742.8571,29.9122
random_index,550912,538,137728,85828.5714,0.6232
sequential,551936,539,137984,10942.8571,0.0793
random,551936,539,137984,4212157.1429,30.5264
random_index,551936,539,137984,84071.4286,0.6093
sequential,552960,540,138240,11028.5714,0.0798
random,552960,540,138240,4022671.4286,29.0992
random_index,552960,540,138240,86400.0000,0.6250
sequential,553984,541,138496,11157.1429,0.0806
random,553984,541,138496,3966914.2857,28.6428
random_index,553984,541,138496,86185.7143,0.6223
sequential,555008,542,138752,11028.5714,0.0795
random,555008,542,138752,4035914.2857,29.0873
random_index,555008,542,138752,84771.4286,0.6110
sequential,556032,543,139008,11071.4286,0.0796
random,556032,543,139008,4013271.4286,28.8708
random_index,556032,543,139008,85842.8571,0.6175
sequential,557056,544,139264,11042.8571,0.0793
random,557056,544,139264,4070214.2857,29.2266
random_index,557056,544,139264,106585.7143,0.7654
sequential,558080,545,139520,13057.1429,0.0936
random,558080,545,139520,4075642.8571,29.2119
random_index,558080,545,139520,85957.1429,0.6161
sequential,559104,546,139776,11100.0000,0.0794
random,559104,546,139776,4431528.5714,31.7045
random_index,559104,546,139776,178885.7143,1.2798
sequential,560128,547,140032,12000.0000,0.0857
random,560128,547,140032,4084328.5714,29.1671
random_index,560128,547,140032,90114.2857,0.6435
sequential,561152,548,140288,11385.7143,0.0812
random,561152,548,140288,4232900.0000,30.1729
random_index,561152,548,140288,88300.0000,0.6294
sequential,562176,549,140544,11214.2857,0.0798
random,562176,549,140544,4055242.8571,28.8539
random_index,562176,549,140544,125300.0000,0.8915
sequential,563200,550,140800,12171.4286,0.0864
random,563200,550,140800,4062700.0000,28.8544
random_index,563200,550,140800,89457.1429,0.6353
sequential,564224,551,141056,12385.7143,0.0878
random,564224,551,141056,4134985.7143,29.3145
random_index,564224,551,141056,86428.5714,0.6127
sequential,565248,552,141312,13528.5714,0.0957
random,565248,552,141312,4206971.4286,29.7708
random_index,565248,552,141312,93957.1429,0.6649
sequential,566272,553,141568,12371.4286,0.0874
random,566272,553,141568,4131514.2857,29.1840
random_index,566272,553,141568,86214.2857,0.6090
sequential,567296,554,141824,12100.0000,0.0853
random,567296,554,141824,4090900.0000,28.8449
random_index,567296,554,141824,95071.4286,0.6703
sequential,568320,555,142080,11314.2857,0.0796
random,568320,555,142080,4093528.5714,28.8114
random_index,568320,555,142080,87771.4286,0.6178
sequential,569344,556,142336,22085.7143,0.1552
random,569344,556,142336,4263714.2857,29.9553
random_index,569344,556,142336,161857.1429,1.1371
sequential,570368,557,142592,11328.5714,0.0794
random,570368,557,142592,4294500.0000,30.1174
random_index,570368,557,142592,91485.7143,0.6416
sequential,571392,558,142848,11942.8571,0.0836
random,571392,558,142848,4472771.4286,31.3114
random_index,571392,558,142848,89857.1429,0.6290
sequential,572416,559,143104,13642.8571,0.0953
random,572416,559,143104,4757085.7143,33.2422
random_index,572416,559,143104,111642.8571,0.7802
sequential,573440,560,143360,15757.1429,0.1099
random,573440,560,143360,4233671.4286,29.5317
random_index,573440,560,143360,89271.4286,0.6227
sequential,574464,561,143616,11785.7143,0.0821
random,574464,561,143616,4147557.1429,28.8795
random_index,574464,561,143616,91257.1429,0.6354
sequential,575488,562,143872,18300.0000,0.1272
random,575488,562,143872,4507800.0000,31.3320
random_index,575488,562,143872,95914.2857,0.6667
sequential,576512,563,144128,18628.5714,0.1293
random,576512,563,144128,4551985.7143,31.5829
random_index,576512,563,144128,94342.8571,0.6546
sequential,577536,564,144384,11428.5714,0.0792
random,577536,564,144384,4175414.2857,28.9188
random_index,577536,564,144384,99257.1429,0.6875
sequential,578560,565,144640,11700.0000,0.0809
random,578560,565,144640,4221128.5714,29.1837
random_index,578560,565,144640,87985.7143,0.6083
sequential,579584,566,144896,12085.7143,0.0834
random,579584,566,144896,4185942.8571,28.8893
random_index,579584,566,144896,88185.7143,0.6086
sequential,580608,567,145152,19328.5714,0.1332
random,580608,567,145152,4382600.0000,30.1932
random_index,580608,567,145152,90528.5714,0.6237
sequential,581632,568,145408,16642.8571,0.1145
random,581632,568,145408,4215928.5714,28.9938
random_index,581632,568,145408,111300.0000,0.7654
sequential,582656,569,145664,15328.5714,0.1052
random,582656,569,145664,4200685.7143,28.8382
random_index,582656,569,145664,91542.8571,0.6285
sequential,583680,570,145920,11628.5714,0.0797
random,583680,570,145920,4305771.4286,29.5078
random_index,583680,570,145920,90171.4286,0.6180
sequential,584704,571,146176,12528.5714,0.0857
random,584704,571,146176,4216914.2857,28.8482
random_index,584704,571,146176,161128.5714,1.1023
sequential,585728,572,146432,11714.2857,0.0800
random,585728,572,146432,4268257.1429,29.1484
random_index,585728,572,146432,99742.8571,0.6812
sequential,586752,573,146688,36942.8571,0.2518
random,586752,573,146688,4296357.1429,29.2891
random_index,586752,573,146688,89757.1429,0.6119
sequential,587776,574,146944,11742.8571,0.0799
random,587776,574,146944,4214557.1429,28.6814
random_index,587776,574,146944,92600.0000,0.6302
sequential,588800,575,147200,11757.1429,0.0799
random,588800,575,147200,4299514.2857,29.2087
random_index,588800,575,147200,166771.4286,1.1330
sequential,589824,576,147456,11800.0000,0.0800
random,589824,576,147456,4297700.0000,29.1456
random_index,589824,576,147456,90285.7143,0.6123
sequential,590848,577,147712,11800.0000,0.0799
random,590848,577,147712,4256885.7143,28.8188
random_index,590848,577,147712,92185.7143,0.6241
sequential,591872,578,147968,14028.5714,0.0948
random,591872,578,147968,4384628.5714,29.6323
random_index,591872,578,147968,91171.4286,0.6162
sequential,592896,579,148224,16557.1429,0.1117
random,592896,579,148224,4264542.8571,28.7709
random_index,592896,579,148224,101657.1429,0.6858
sequential,593920,580,148480,11914.2857,0.0802
random,593920,580,148480,4337842.8571,29.2150
random_index,593920,580,148480,97757.1429,0.6584
sequential,594944,581,148736,12685.7143,0.0853
random,594944,581,148736,4274557.1429,28.7392
random_index,594944,581,148736,93028.5714,0.6255
sequential,595968,582,148992,11885.7143,0.0798
random,595968,582,148992,4287742.8571,28.7783
random_index,595968,582,148992,90442.8571,0.6070
sequential,596992,583,149248,11942.8571,0.0800
random,596992,583,149248,4292271.4286,28.7593
random_index,596992,583,149248,91142.8571,0.6107
sequential,598016,584,149504,12471.4286,0.0834
random,598016,584,149504,4364371.4286,29.1923
random_index,598016,584,149504,94414.2857,0.6315
sequential,599040,585,149760,13042.8571,0.0871
random,599040,585,149760,4484300.0000,29.9432
random_index,599040,585,149760,111185.7143,0.7424
sequential,600064,586,150016,12214.2857,0.0814
random,600064,586,150016,4383114.2857,29.2176
random_index,600064,586,150016,122914.2857,0.8193
sequential,601088,587,150272,18142.8571,0.1207
random,601088,587,150272,4460485.7143,29.6827
random_index,601088,587,150272,103700.0000,0.6901
sequential,602112,588,150528,12028.5714,0.0799
random,602112,588,150528,4333028.5714,28.7855
random_index,602112,588,150528,94742.8571,0.6294
sequential,603136,589,150784,12042.8571,0.0799
random,603136,589,150784,4361842.8571,28.9278
random_index,603136,589,150784,92857.1429,0.6158
sequential,604160,590,151040,17228.5714,0.1141
random,604160,590,151040,4354328.5714,28.8290
random_index,604160,590,151040,92400.0000,0.6118
sequential,605184,591,151296,13871.4286,0.0917
random,605184,591,151296,4480842.8571,29.6164
random_index,605184,591,151296,94557.1429,0.6250
sequential,606208,592,151552,12142.8571,0.0801
random,606208,592,151552,4502571.4286,29.7097
random_index,606208,592,151552,98300.0000,0.6486
sequential,607232,593,151808,13814.2857,0.0910
random,607232,593,151808,4396600.0000,28.9616
random_index,607232,593,151808,92485.7143,0.6092
sequential,608256,594,152064,12257.1429,0.0806
random,608256,594,152064,4857471.4286,31.9436
random_index,608256,594,152064,93714.2857,0.6163
sequential,609280,595,152320,12157.1429,0.0798
random,609280,595,152320,4419414.2857,29.0140
random_index,609280,595,152320,143428.5714,0.9416
sequential,610304,596,152576,12214.2857,0.0801
random,610304,596,152576,4428042.8571,29.0219
random_index,610304,596,152576,117657.1429,0.7711
sequential,611328,597,152832,17000.0000,0.1112
random,611328,597,152832,4493900.0000,29.4042
random_index,611328,597,152832,113957.1429,0.7456
sequential,612352,598,153088,12242.8571,0.0800
random,612352,598,153088,4416328.5714,28.8483
random_index,612352,598,153088,108300.0000,0.7074
sequential,613376,599,153344,14800.0000,0.0965
random,613376,599,153344,4404414.2857,28.7224
random_index,613376,599,153344,110014.2857,0.7174
sequential,614400,600,153600,18442.8571,0.1201
random,614400,600,153600,4412828.5714,28.7294
random_index,614400,600,153600,97271.4286,0.6333
sequential,615424,601,153856,12342.8571,0.0802
random,615424,601,153856,4545342.8571,29.5428
random_index,615424,601,153856,100000.0000,0.6500
sequential,616448,602,154112,12328.5714,0.0800
random,616448,602,154112,4452957.1429,28.8943
random_index,616448,602,154112,97614.2857,0.6334
sequential,617472,603,154368,12314.2857,0.0798
random,617472,603,154368,4441385.7143,28.7714
random_index,617472,603,154368,100228.5714,0.6493
sequential,618496,604,154624,12300.0000,0.0795
random,618496,604,154624,4444442.8571,28.7436
random_index,618496,604,154624,95314.2857,0.6164
sequential,619520,605,154880,12357.1429,0.0798
random,619520,605,154880,4459085.7143,28.7906
random_index,619520,605,154880,100557.1429,0.6493
sequential,620544,606,155136,12385.7143,0.0798
random,620544,606,155136,4606985.7143,29.6964
random_index,620544,606,155136,95785.7143,0.6174
sequential,621568,607,155392,12428.5714,0.0800
random,621568,607,155392,4476442.8571,28.8074
random_index,621568,607,155392,95857.1429,0.6169
sequential,622592,608,155648,12428.5714,0.0799
random,622592,608,155648,4496342.8571,28.8879
random_index,622592,608,155648,95428.5714,0.6131
sequential,623616,609,155904,12471.4286,0.0800
random,623616,609,155904,4515314.2857,28.9621
random_index,623616,609,155904,117628.5714,0.7545
sequential,624640,610,156160,12485.7143,0.0800
random,624640,610,156160,4507457.1429,28.8644
random_index,624640,610,156160,96028.5714,0.6149
sequential,625664,611,156416,14828.5714,0.0948
random,625664,611,156416,4499185.7143,28.7642
random_index,625664,611,156416,121671.4286,0.7779
sequential,626688,612,156672,18114.2857,0.1156
random,626688,612,156672,4526914.2857,28.8942
random_index,626688,612,156672,97400.0000,0.6217
sequential,627712,613,156928,14885.7143,0.0949
random,627712,613,156928,4953114.2857,31.5630
random_index,627712,613,156928,96985.7143,0.6180
sequential,628736,614,157184,12628.5714,0.0803
random,628736,614,157184,4522157.1429,28.7698
random_index,628736,614,157184,93457.1429,0.5946
sequential,629760,615,157440,12571.4286,0.0798
random,629760,615,157440,4551228.5714,28.9077
random_index,629760,615,157440,107357.1429,0.6819
sequential,630784,616,157696,37328.5714,0.2367
random,630784,616,157696,4790428.5714,30.3776
random_index,630784,616,157696,117814.2857,0.7471
sequential,631808,617,157952,18371.4286,0.1163
random,631808,617,157952,5632185.7143,35.6576
