mode,size_bytes,size_kb,size_mb,elements,total_ns,ns_per_iter
random_index,1236992,1208.000000,1.179688,309248,754100,2.438496
sequential,1238016,1209.000000,1.180664,309504,178700,0.577375
random,1238016,1209.000000,1.180664,309504,11466500,37.047986
random_index,1238016,1209.000000,1.180664,309504,841900,2.720159
sequential,1239040,1210.000000,1.181641,309760,179800,0.580449
random,1239040,1210.000000,1.181641,309760,11059800,35.704416
random_index,1239040,1210.000000,1.181641,309760,839300,2.709517
sequential,1240064,1211.000000,1.182617,310016,179100,0.577712
random,1240064,1211.000000,1.182617,310016,10931900,35.262374
random_index,1240064,1211.000000,1.182617,310016,793000,2.557932
sequential,1241088,1212.000000,1.183594,310272,179100,0.577235
random,1241088,1212.000000,1.183594,310272,11286300,36.375503
random_index,1241088,1212.000000,1.183594,310272,821000,2.646065
sequential,1242112,1213.000000,1.184570,310528,179300,0.577404
random,1242112,1213.000000,1.184570,310528,10609800,34.166967
random_index,1242112,1213.000000,1.184570,310528,829200,2.670291
sequential,1243136,1214.000000,1.185547,310784,192100,0.618114
random,1243136,1214.000000,1.185547,310784,11937500,38.410922
random_index,1243136,1214.000000,1.185547,310784,787200,2.532949
sequential,1244160,1215.000000,1.186523,311040,183700,0.590599
random,1244160,1215.000000,1.186523,311040,10787500,34.682034
random_index,1244160,1215.000000,1.186523,311040,847600,2.725051
sequential,1245184,1216.000000,1.187500,311296,179900,0.577907
random,1245184,1216.000000,1.187500,311296,11137300,35.777202
random_index,1245184,1216.000000,1.187500,311296,796800,2.559622
sequential,1246208,1217.000000,1.188477,311552,179900,0.577432
random,1246208,1217.000000,1.188477,311552,10328000,33.150164
random_index,1246208,1217.000000,1.188477,311552,838300,2.690723
sequential,1247232,1218.000000,1.189453,311808,180000,0.577278
random,1247232,1218.000000,1.189453,311808,10467200,33.569376
random_index,1247232,1218.000000,1.189453,311808,838000,2.687551
sequential,1248256,1219.000000,1.190430,312064,180200,0.577446
random,1248256,1219.000000,1.190430,312064,11349500,36.369142
random_index,1248256,1219.000000,1.190430,312064,808000,2.589212
sequential,1249280,1220.000000,1.191406,312320,180300,0.577293
random,1249280,1220.000000,1.191406,312320,11628000,37.231045
random_index,1249280,1220.000000,1.191406,312320,851000,2.724769
sequential,1250304,1221.000000,1.192383,312576,182000,0.582258
random,1250304,1221.000000,1.192383,312576,11245800,35.977810
random_index,1250304,1221.000000,1.192383,312576,824700,2.638398
sequential,1251328,1222.000000,1.193359,312832,180600,0.577307
random,1251328,1222.000000,1.193359,312832,11104800,35.497647
random_index,1251328,1222.000000,1.193359,312832,781900,2.499425
sequential,1252352,1223.000000,1.194336,313088,180900,0.577793
random,1252352,1223.000000,1.194336,313088,11681100,37.309319
random_index,1252352,1223.000000,1.194336,313088,823200,2.629293
sequential,1253376,1224.000000,1.195312,313344,199500,0.636680
random,1253376,1224.000000,1.195312,313344,11174500,35.662084
random_index,1253376,1224.000000,1.195312,313344,805400,2.570338
sequential,1254400,1225.000000,1.196289,313600,188000,0.599490
random,1254400,1225.000000,1.196289,313600,10874800,34.677296
random_index,1254400,1225.000000,1.196289,313600,1017400,3.244260
sequential,1255424,1226.000000,1.197266,313856,181200,0.577335
random,1255424,1226.000000,1.197266,313856,10226100,32.582140
random_index,1255424,1226.000000,1.197266,313856,656200,2.090768
sequential,1256448,1227.000000,1.198242,314112,181400,0.577501
random,1256448,1227.000000,1.198242,314112,11553600,36.781785
random_index,1256448,1227.000000,1.198242,314112,706300,2.248561
sequential,1257472,1228.000000,1.199219,314368,426300,1.356054
random,1257472,1228.000000,1.199219,314368,10564100,33.604247
random_index,1257472,1228.000000,1.199219,314368,818800,2.604591
sequential,1258496,1229.000000,1.200195,314624,181600,0.577197
random,1258496,1229.000000,1.200195,314624,10534300,33.482188
random_index,1258496,1229.000000,1.200195,314624,772800,2.456265
sequential,1259520,1230.000000,1.201172,314880,181800,0.577363
random,1259520,1230.000000,1.201172,314880,10284600,32.661966
random_index,1259520,1230.000000,1.201172,314880,730600,2.320249
sequential,1260544,1231.000000,1.202148,315136,182000,0.577528
random,1260544,1231.000000,1.202148,315136,10296400,32.672878
random_index,1260544,1231.000000,1.202148,315136,794600,2.521451
sequential,1261568,1232.000000,1.203125,315392,182200,0.577694
random,1261568,1232.000000,1.203125,315392,10695000,33.910182
random_index,1261568,1232.000000,1.203125,315392,805100,2.552696
sequential,1262592,1233.000000,1.204102,315648,182200,0.577225
random,1262592,1233.000000,1.204102,315648,10333200,32.736466
random_index,1262592,1233.000000,1.204102,315648,721500,2.285774
sequential,1263616,1234.000000,1.205078,315904,355400,1.125025
random,1263616,1234.000000,1.205078,315904,10358800,32.790974
random_index,1263616,1234.000000,1.205078,315904,746700,2.363693
sequential,1264640,1235.000000,1.206055,316160,490900,1.552695
random,1264640,1235.000000,1.206055,316160,10482400,33.155364
random_index,1264640,1235.000000,1.206055,316160,728500,2.304213
sequential,1265664,1236.000000,1.207031,316416,186600,0.589730
random,1265664,1236.000000,1.207031,316416,10385000,32.820717
random_index,1265664,1236.000000,1.207031,316416,627200,1.982201
sequential,1266688,1237.000000,1.208008,316672,182800,0.577253
random,1266688,1237.000000,1.208008,316672,10351200,32.687449
random_index,1266688,1237.000000,1.208008,316672,699100,2.207647
sequential,1267712,1238.000000,1.208984,316928,618500,1.951547
random,1267712,1238.000000,1.208984,316928,10335700,32.612139
random_index,1267712,1238.000000,1.208984,316928,798000,2.517922
sequential,1268736,1239.000000,1.209961,317184,183000,0.576952
random,1268736,1239.000000,1.209961,317184,10476900,33.030985
random_index,1268736,1239.000000,1.209961,317184,758900,2.392618
sequential,1269760,1240.000000,1.210938,317440,183300,0.577432
random,1269760,1240.000000,1.210938,317440,10361900,32.642074
random_index,1269760,1240.000000,1.210938,317440,743000,2.340600
sequential,1270784,1241.000000,1.211914,317696,183700,0.578226
random,1270784,1241.000000,1.211914,317696,10389500,32.702647
random_index,1270784,1241.000000,1.211914,317696,749900,2.360433
sequential,1271808,1242.000000,1.212891,317952,183600,0.577446
random,1271808,1242.000000,1.212891,317952,10372000,32.621276
random_index,1271808,1242.000000,1.212891,317952,680900,2.141518
sequential,1272832,1243.000000,1.213867,318208,231100,0.726255
random,1272832,1243.000000,1.213867,318208,10578900,33.245236
random_index,1272832,1243.000000,1.213867,318208,771000,2.422943
sequential,1273856,1244.000000,1.214844,318464,183800,0.577145
random,1273856,1244.000000,1.214844,318464,10396500,32.645762
random_index,1273856,1244.000000,1.214844,318464,782600,2.457421
sequential,1274880,1245.000000,1.215820,318720,183900,0.576995
random,1274880,1245.000000,1.215820,318720,10499800,32.943650
random_index,1274880,1245.000000,1.215820,318720,746800,2.343122
sequential,1275904,1246.000000,1.216797,318976,224100,0.702561
random,1275904,1246.000000,1.216797,318976,10572700,33.145754
random_index,1275904,1246.000000,1.216797,318976,781300,2.449401
sequential,1276928,1247.000000,1.217773,319232,184300,0.577323
random,1276928,1247.000000,1.217773,319232,10469800,32.796837
random_index,1276928,1247.000000,1.217773,319232,701500,2.197461
sequential,1277952,1248.000000,1.218750,319488,184500,0.577486
random,1277952,1248.000000,1.218750,319488,10423200,32.624700
random_index,1277952,1248.000000,1.218750,319488,803400,2.514648
sequential,1278976,1249.000000,1.219727,319744,193200,0.604233
random,1278976,1249.000000,1.219727,319744,10884500,34.041296
random_index,1278976,1249.000000,1.219727,319744,808900,2.529836
sequential,1280000,1250.000000,1.220703,320000,184800,0.577500
random,1280000,1250.000000,1.220703,320000,10467000,32.709375
random_index,1280000,1250.000000,1.220703,320000,1042100,3.256562
sequential,1281024,1251.000000,1.221680,320256,184900,0.577351
random,1281024,1251.000000,1.221680,320256,10465700,32.679169
random_index,1281024,1251.000000,1.221680,320256,1124100,3.510004
sequential,1282048,1252.000000,1.222656,320512,185000,0.577201
random,1282048,1252.000000,1.222656,320512,11023400,34.393096
random_index,1282048,1252.000000,1.222656,320512,949500,2.962448
sequential,1283072,1253.000000,1.223633,320768,185200,0.577364
random,1283072,1253.000000,1.223633,320768,10709500,33.387059
random_index,1283072,1253.000000,1.223633,320768,1078800,3.363178
sequential,1284096,1254.000000,1.224609,321024,185300,0.577215
random,1284096,1254.000000,1.224609,321024,10987300,34.225790
random_index,1284096,1254.000000,1.224609,321024,1038900,3.236207
sequential,1285120,1255.000000,1.225586,321280,392700,1.222298
random,1285120,1255.000000,1.225586,321280,11840800,36.855080
random_index,1285120,1255.000000,1.225586,321280,803300,2.500311
sequential,1286144,1256.000000,1.226562,321536,474100,1.474485
random,1286144,1256.000000,1.226562,321536,10528300,32.743767
random_index,1286144,1256.000000,1.226562,321536,811100,2.522579
sequential,1287168,1257.000000,1.227539,321792,185800,0.577392
random,1287168,1257.000000,1.227539,321792,10515800,32.678873
random_index,1287168,1257.000000,1.227539,321792,782600,2.432006
sequential,1288192,1258.000000,1.228516,322048,185900,0.577243
random,1288192,1258.000000,1.228516,322048,10609000,32.942294
random_index,1288192,1258.000000,1.228516,322048,731300,2.270780
sequential,1289216,1259.000000,1.229492,322304,186100,0.577405
random,1289216,1259.000000,1.229492,322304,10689700,33.166514
random_index,1289216,1259.000000,1.229492,322304,787300,2.442725
sequential,1290240,1260.000000,1.230469,322560,186100,0.576947
random,1290240,1260.000000,1.230469,322560,10944900,33.931362
random_index,1290240,1260.000000,1.230469,322560,993000,3.078497
sequential,1291264,1261.000000,1.231445,322816,186500,0.577728
random,1291264,1261.000000,1.231445,322816,10588100,32.799180
random_index,1291264,1261.000000,1.231445,322816,1057600,3.276170
sequential,1292288,1262.000000,1.232422,323072,186300,0.576652
random,1292288,1262.000000,1.232422,323072,10626200,32.891120
random_index,1292288,1262.000000,1.232422,323072,919000,2.844567
sequential,1293312,1263.000000,1.233398,323328,187400,0.579597
random,1293312,1263.000000,1.233398,323328,10556800,32.650435
random_index,1293312,1263.000000,1.233398,323328,745400,2.305399
sequential,1294336,1264.000000,1.234375,323584,747100,2.308829
random,1294336,1264.000000,1.234375,323584,10687200,33.027591
random_index,1294336,1264.000000,1.234375,323584,840400,2.597162
sequential,1295360,1265.000000,1.235352,323840,192600,0.594738
random,1295360,1265.000000,1.235352,323840,10742700,33.172863
random_index,1295360,1265.000000,1.235352,323840,707400,2.184412
sequential,1296384,1266.000000,1.236328,324096,187200,0.577607
random,1296384,1266.000000,1.236328,324096,10576200,32.632924
random_index,1296384,1266.000000,1.236328,324096,727800,2.245631
sequential,1297408,1267.000000,1.237305,324352,343000,1.057493
random,1297408,1267.000000,1.237305,324352,10859300,33.479985
random_index,1297408,1267.000000,1.237305,324352,836900,2.580221
sequential,1298432,1268.000000,1.238281,324608,187400,0.577312
random,1298432,1268.000000,1.238281,324608,10703300,32.973001
random_index,1298432,1268.000000,1.238281,324608,794200,2.446643
sequential,1299456,1269.000000,1.239258,324864,402500,1.238980
random,1299456,1269.000000,1.239258,324864,10621200,32.694297
random_index,1299456,1269.000000,1.239258,324864,726900,2.237552
sequential,1300480,1270.000000,1.240234,325120,197800,0.608391
random,1300480,1270.000000,1.240234,325120,10671400,32.822958
random_index,1300480,1270.000000,1.240234,325120,755300,2.323142
sequential,1301504,1271.000000,1.241211,325376,187800,0.577178
random,1301504,1271.000000,1.241211,325376,10662100,32.768551
random_index,1301504,1271.000000,1.241211,325376,815900,2.507560
sequential,1302528,1272.000000,1.242188,325632,188000,0.577339
random,1302528,1272.000000,1.242188,325632,10641100,32.678299
random_index,1302528,1272.000000,1.242188,325632,843900,2.591576
sequential,1303552,1273.000000,1.243164,325888,191700,0.588239
random,1303552,1273.000000,1.243164,325888,12745400,39.109755
random_index,1303552,1273.000000,1.243164,325888,797400,2.446853
sequential,1304576,1274.000000,1.244141,326144,188300,0.577352
random,1304576,1274.000000,1.244141,326144,10665400,32.701506
random_index,1304576,1274.000000,1.244141,326144,744600,2.283041
sequential,1305600,1275.000000,1.245117,326400,188600,0.577819
random,1305600,1275.000000,1.245117,326400,10808100,33.113051
random_index,1305600,1275.000000,1.245117,326400,834100,2.555453
sequential,1306624,1276.000000,1.246094,326656,188600,0.577366
random,1306624,1276.000000,1.246094,326656,10660700,32.635862
random_index,1306624,1276.000000,1.246094,326656,707300,2.165275
sequential,1307648,1277.000000,1.247070,326912,239900,0.733837
random,1307648,1277.000000,1.247070,326912,10683800,32.680966
random_index,1307648,1277.000000,1.247070,326912,830700,2.541051
sequential,1308672,1278.000000,1.248047,327168,189000,0.577685
random,1308672,1278.000000,1.248047,327168,10752900,32.866601
random_index,1308672,1278.000000,1.248047,327168,697200,2.131015
sequential,1309696,1279.000000,1.249023,327424,189100,0.577539
random,1309696,1279.000000,1.249023,327424,10817500,33.038201
random_index,1309696,1279.000000,1.249023,327424,801300,2.447285
sequential,1310720,1280.000000,1.250000,327680,189100,0.577087
random,1310720,1280.000000,1.250000,327680,10808900,32.986145
random_index,1310720,1280.000000,1.250000,327680,849300,2.591858
sequential,1311744,1281.000000,1.250977,327936,190200,0.579991
random,1311744,1281.000000,1.250977,327936,11195600,34.139588
random_index,1311744,1281.000000,1.250977,327936,698800,2.130904
sequential,1312768,1282.000000,1.251953,328192,189400,0.577101
random,1312768,1282.000000,1.251953,328192,11302900,34.439901
random_index,1312768,1282.000000,1.251953,328192,811300,2.472029
sequential,1313792,1283.000000,1.252930,328448,199600,0.607707
random,1313792,1283.000000,1.252930,328448,10778500,32.816458
random_index,1313792,1283.000000,1.252930,328448,814400,2.479540
sequential,1314816,1284.000000,1.253906,328704,190100,0.578332
random,1314816,1284.000000,1.253906,328704,10740900,32.676511
random_index,1314816,1284.000000,1.253906,328704,839700,2.554578
sequential,1315840,1285.000000,1.254883,328960,189900,0.577274
random,1315840,1285.000000,1.254883,328960,10757300,32.700936
random_index,1315840,1285.000000,1.254883,328960,754600,2.293896
sequential,1316864,1286.000000,1.255859,329216,190500,0.578647
random,1316864,1286.000000,1.255859,329216,10829600,32.895121
random_index,1316864,1286.000000,1.255859,329216,780600,2.371088
sequential,1317888,1287.000000,1.256836,329472,190300,0.577591
random,1317888,1287.000000,1.256836,329472,10899300,33.081112
random_index,1317888,1287.000000,1.256836,329472,666200,2.022023
sequential,1318912,1288.000000,1.257812,329728,190300,0.577142
random,1318912,1288.000000,1.257812,329728,10835700,32.862541
random_index,1318912,1288.000000,1.257812,329728,828800,2.513587
sequential,1319936,1289.000000,1.258789,329984,321400,0.973987
random,1319936,1289.000000,1.258789,329984,10789700,32.697646
random_index,1319936,1289.000000,1.258789,329984,789500,2.392540
sequential,1320960,1290.000000,1.259766,330240,414300,1.254542
random,1320960,1290.000000,1.259766,330240,10810300,32.734678
random_index,1320960,1290.000000,1.259766,330240,708400,2.145107
sequential,1321984,1291.000000,1.260742,330496,192900,0.583668
random,1321984,1291.000000,1.260742,330496,11018600,33.339587
random_index,1321984,1291.000000,1.260742,330496,812400,2.458124
sequential,1323008,1292.000000,1.261719,330752,191000,0.577472
random,1323008,1292.000000,1.261719,330752,10818200,32.707890
random_index,1323008,1292.000000,1.261719,330752,777000,2.349192
sequential,1324032,1293.000000,1.262695,331008,191100,0.577327
random,1324032,1293.000000,1.262695,331008,10971400,33.145422
random_index,1324032,1293.000000,1.262695,331008,813600,2.457947
sequential,1325056,1294.000000,1.263672,331264,191300,0.577485
random,1325056,1294.000000,1.263672,331264,10833800,32.704429
random_index,1325056,1294.000000,1.263672,331264,780000,2.354617
sequential,1326080,1295.000000,1.264648,331520,191500,0.577642
random,1326080,1295.000000,1.264648,331520,10845000,32.712958
random_index,1326080,1295.000000,1.264648,331520,840200,2.534387
sequential,1327104,1296.000000,1.265625,331776,191600,0.577498
random,1327104,1296.000000,1.265625,331776,10902400,32.860725
random_index,1327104,1296.000000,1.265625,331776,849100,2.559257
sequential,1328128,1297.000000,1.266602,332032,191900,0.577956
random,1328128,1297.000000,1.266602,332032,10845300,32.663418
random_index,1328128,1297.000000,1.266602,332032,855700,2.577161
sequential,1329152,1298.000000,1.267578,332288,191900,0.577511
random,1329152,1298.000000,1.267578,332288,10902100,32.809190
random_index,1329152,1298.000000,1.267578,332288,820600,2.469544
sequential,1330176,1299.000000,1.268555,332544,191900,0.577066
random,1330176,1299.000000,1.268555,332544,13117500,39.445908
random_index,1330176,1299.000000,1.268555,332544,948200,2.851352
sequential,1331200,1300.000000,1.269531,332800,255300,0.767127
random,1331200,1300.000000,1.269531,332800,10911700,32.787560
random_index,1331200,1300.000000,1.269531,332800,700900,2.106070
sequential,1332224,1301.000000,1.270508,333056,192800,0.578882
random,1332224,1301.000000,1.270508,333056,11023400,33.097737
random_index,1332224,1301.000000,1.270508,333056,875700,2.629288
sequential,1333248,1302.000000,1.271484,333312,192500,0.577537
random,1333248,1302.000000,1.271484,333312,11032900,33.100818
random_index,1333248,1302.000000,1.271484,333312,851200,2.553763
sequential,1334272,1303.000000,1.272461,333568,667900,2.002290
random,1334272,1303.000000,1.272461,333568,10911400,32.711171
random_index,1334272,1303.000000,1.272461,333568,860200,2.578785
sequential,1335296,1304.000000,1.273438,333824,192800,0.577550
random,1335296,1304.000000,1.273438,333824,10909600,32.680694
random_index,1335296,1304.000000,1.273438,333824,868100,2.600472
sequential,1336320,1305.000000,1.274414,334080,209300,0.626497
random,1336320,1305.000000,1.274414,334080,10974300,32.849318
random_index,1336320,1305.000000,1.274414,334080,849900,2.544001
sequential,1337344,1306.000000,1.275391,334336,193000,0.577264
random,1337344,1306.000000,1.275391,334336,11678000,34.928934
random_index,1337344,1306.000000,1.275391,334336,851500,2.546839
sequential,1338368,1307.000000,1.276367,334592,201100,0.601031
random,1338368,1307.000000,1.276367,334592,10920000,32.636764
random_index,1338368,1307.000000,1.276367,334592,874300,2.613033
sequential,1339392,1308.000000,1.277344,334848,208300,0.622073
random,1339392,1308.000000,1.277344,334848,11108300,33.174157
random_index,1339392,1308.000000,1.277344,334848,841700,2.513678
sequential,1340416,1309.000000,1.278320,335104,210600,0.628462
random,1340416,1309.000000,1.278320,335104,10948900,32.673140
random_index,1340416,1309.000000,1.278320,335104,875000,2.611130
sequential,1341440,1310.000000,1.279297,335360,193500,0.576992
random,1341440,1310.000000,1.279297,335360,11015400,32.846493
random_index,1341440,1310.000000,1.279297,335360,866400,2.583492
sequential,1342464,1311.000000,1.280273,335616,193800,0.577446
random,1342464,1311.000000,1.280273,335616,11014200,32.817863
random_index,1342464,1311.000000,1.280273,335616,923800,2.752551
sequential,1343488,1312.000000,1.281250,335872,195400,0.581769
random,1343488,1312.000000,1.281250,335872,11180300,33.287383
random_index,1343488,1312.000000,1.281250,335872,872300,2.597120
sequential,1344512,1313.000000,1.282227,336128,194100,0.577459
random,1344512,1313.000000,1.282227,336128,10986400,32.685168
random_index,1344512,1313.000000,1.282227,336128,871600,2.593060
sequential,1345536,1314.000000,1.283203,336384,194200,0.577316
random,1345536,1314.000000,1.283203,336384,11043400,32.829742
random_index,1345536,1314.000000,1.283203,336384,881200,2.619625
sequential,1346560,1315.000000,1.284180,336640,203200,0.603612
random,1346560,1315.000000,1.284180,336640,11052400,32.831511
random_index,1346560,1315.000000,1.284180,336640,770100,2.287607
sequential,1347584,1316.000000,1.285156,336896,202100,0.599888
random,1347584,1316.000000,1.285156,336896,11456800,34.006934
random_index,1347584,1316.000000,1.285156,336896,893400,2.651857
sequential,1348608,1317.000000,1.286133,337152,194600,0.577188
random,1348608,1317.000000,1.286133,337152,11051900,32.780170
random_index,1348608,1317.000000,1.286133,337152,835900,2.479297
sequential,1349632,1318.000000,1.287109,337408,194700,0.577046
random,1349632,1318.000000,1.287109,337408,11080500,32.840063
random_index,1349632,1318.000000,1.287109,337408,847500,2.511796
sequential,1350656,1319.000000,1.288086,337664,398600,1.180463
random,1350656,1319.000000,1.288086,337664,11060100,32.754750
random_index,1350656,1319.000000,1.288086,337664,883600,2.616803
sequential,1351680,1320.000000,1.289062,337920,195200,0.577652
random,1351680,1320.000000,1.289062,337920,11137300,32.958393
random_index,1351680,1320.000000,1.289062,337920,887200,2.625473
sequential,1352704,1321.000000,1.290039,338176,195300,0.577510
random,1352704,1321.000000,1.290039,338176,11030800,32.618518
random_index,1352704,1321.000000,1.290039,338176,866100,2.561092
sequential,1353728,1322.000000,1.291016,338432,195200,0.576778
random,1353728,1322.000000,1.291016,338432,11254800,33.255720
random_index,1353728,1322.000000,1.291016,338432,901700,2.664346
sequential,1354752,1323.000000,1.291992,338688,262800,0.775935
random,1354752,1323.000000,1.291992,338688,11057500,32.648042
random_index,1354752,1323.000000,1.291992,338688,827500,2.443252
sequential,1355776,1324.000000,1.292969,338944,195700,0.577382
random,1355776,1324.000000,1.292969,338944,11227200,33.124056
random_index,1355776,1324.000000,1.292969,338944,922500,2.721689
sequential,1356800,1325.000000,1.293945,339200,195800,0.577241
random,1356800,1325.000000,1.293945,339200,11846600,34.925118
random_index,1356800,1325.000000,1.293945,339200,866700,2.555130
sequential,1357824,1326.000000,1.294922,339456,196100,0.577689
random,1357824,1326.000000,1.294922,339456,11177400,32.927390
random_index,1357824,1326.000000,1.294922,339456,886300,2.610942
sequential,1358848,1327.000000,1.295898,339712,196200,0.577548
random,1358848,1327.000000,1.295898,339712,11276000,33.192822
random_index,1358848,1327.000000,1.295898,339712,879300,2.588369
sequential,1359872,1328.000000,1.296875,339968,214400,0.630648
random,1359872,1328.000000,1.296875,339968,11122700,32.716903
random_index,1359872,1328.000000,1.296875,339968,886700,2.608187
sequential,1360896,1329.000000,1.297852,340224,196300,0.576973
random,1360896,1329.000000,1.297852,340224,11161500,32.806328
random_index,1360896,1329.000000,1.297852,340224,878400,2.581828
sequential,1361920,1330.000000,1.298828,340480,196700,0.577714
random,1361920,1330.000000,1.298828,340480,11123700,32.670641
random_index,1361920,1330.000000,1.298828,340480,895600,2.630404
sequential,1362944,1331.000000,1.299805,340736,242500,0.711695
random,1362944,1331.000000,1.299805,340736,11229600,32.956893
random_index,1362944,1331.000000,1.299805,340736,836200,2.454099
sequential,1363968,1332.000000,1.300781,340992,267300,0.783889
random,1363968,1332.000000,1.300781,340992,11136600,32.659417
random_index,1363968,1332.000000,1.300781,340992,817500,2.397417
sequential,1364992,1333.000000,1.301758,341248,197100,0.577586
random,1364992,1333.000000,1.301758,341248,11281700,33.060120
random_index,1364992,1333.000000,1.301758,341248,866200,2.538330
sequential,1366016,1334.000000,1.302734,341504,197300,0.577738
random,1366016,1334.000000,1.302734,341504,11178100,32.731974
random_index,1366016,1334.000000,1.302734,341504,762400,2.232478
sequential,1367040,1335.000000,1.303711,341760,387900,1.135007
random,1367040,1335.000000,1.303711,341760,13125000,38.404143
random_index,1367040,1335.000000,1.303711,341760,911100,2.665906
sequential,1368064,1336.000000,1.304688,342016,197400,0.577166
random,1368064,1336.000000,1.304688,342016,11171000,32.662215
random_index,1368064,1336.000000,1.304688,342016,881300,2.576780
sequential,1369088,1337.000000,1.305664,342272,200300,0.585207
random,1369088,1337.000000,1.305664,342272,11264200,32.910083
random_index,1369088,1337.000000,1.305664,342272,897400,2.621891
sequential,1370112,1338.000000,1.306641,342528,198700,0.580099
random,1370112,1338.000000,1.306641,342528,11302000,32.995843
random_index,1370112,1338.000000,1.306641,342528,887700,2.591613
sequential,1371136,1339.000000,1.307617,342784,197900,0.577331
random,1371136,1339.000000,1.307617,342784,11282400,32.914022
random_index,1371136,1339.000000,1.307617,342784,875600,2.554378
sequential,1372160,1340.000000,1.308594,343040,210600,0.613923
random,1372160,1340.000000,1.308594,343040,11349000,33.083605
random_index,1372160,1340.000000,1.308594,343040,855800,2.494753
sequential,1373184,1341.000000,1.309570,343296,204600,0.595987
random,1373184,1341.000000,1.309570,343296,11382000,33.155062
random_index,1373184,1341.000000,1.309570,343296,902500,2.628927
sequential,1374208,1342.000000,1.310547,343552,198300,0.577205
random,1374208,1342.000000,1.310547,343552,11220900,32.661431
random_index,1374208,1342.000000,1.310547,343552,891300,2.594367
sequential,1375232,1343.000000,1.311523,343808,198400,0.577066
random,1375232,1343.000000,1.311523,343808,11340700,32.985562
random_index,1375232,1343.000000,1.311523,343808,885400,2.575275
sequential,1376256,1344.000000,1.312500,344064,209600,0.609189
random,1376256,1344.000000,1.312500,344064,11246500,32.687233
random_index,1376256,1344.000000,1.312500,344064,743900,2.162098
sequential,1377280,1345.000000,1.313477,344320,198800,0.577370
random,1377280,1345.000000,1.313477,344320,11416400,33.156366
random_index,1377280,1345.000000,1.313477,344320,934100,2.712883
sequential,1378304,1346.000000,1.314453,344576,198900,0.577231
random,1378304,1346.000000,1.314453,344576,11247600,32.641855
random_index,1378304,1346.000000,1.314453,344576,932200,2.705354
sequential,1379328,1347.000000,1.315430,344832,199200,0.577673
random,1379328,1347.000000,1.315430,344832,11328000,32.850780
random_index,1379328,1347.000000,1.315430,344832,890900,2.583577
sequential,1380352,1348.000000,1.316406,345088,199500,0.578113
random,1380352,1348.000000,1.316406,345088,11414500,33.077070
random_index,1380352,1348.000000,1.316406,345088,842800,2.442276
sequential,1381376,1349.000000,1.317383,345344,199400,0.577395
random,1381376,1349.000000,1.317383,345344,11627300,33.668748
random_index,1381376,1349.000000,1.317383,345344,789000,2.284678
sequential,1382400,1350.000000,1.318359,345600,208400,0.603009
random,1382400,1350.000000,1.318359,345600,11581900,33.512442
random_index,1382400,1350.000000,1.318359,345600,815700,2.360243
sequential,1383424,1351.000000,1.319336,345856,201900,0.583769
random,1383424,1351.000000,1.319336,345856,11480300,33.193873
random_index,1383424,1351.000000,1.319336,345856,1049000,3.033054
sequential,1384448,1352.000000,1.320312,346112,201900,0.583337
random,1384448,1352.000000,1.320312,346112,12282700,35.487646
random_index,1384448,1352.000000,1.320312,346112,1001600,2.893861
sequential,1385472,1353.000000,1.321289,346368,208200,0.601095
random,1385472,1353.000000,1.321289,346368,11764900,33.966475
random_index,1385472,1353.000000,1.321289,346368,1007000,2.907312
sequential,1386496,1354.000000,1.322266,346624,201900,0.582476
random,1386496,1354.000000,1.322266,346624,11552500,33.328621
random_index,1386496,1354.000000,1.322266,346624,898200,2.591280
sequential,1387520,1355.000000,1.323242,346880,788500,2.273120
random,1387520,1355.000000,1.323242,346880,11523200,33.219557
random_index,1387520,1355.000000,1.323242,346880,873000,2.516720
sequential,1388544,1356.000000,1.324219,347136,200300,0.577007
random,1388544,1356.000000,1.324219,347136,11486800,33.090201
random_index,1388544,1356.000000,1.324219,347136,810400,2.334532
sequential,1389568,1357.000000,1.325195,347392,204200,0.587809
random,1389568,1357.000000,1.325195,347392,11615300,33.435715
random_index,1389568,1357.000000,1.325195,347392,1053400,3.032309
sequential,1390592,1358.000000,1.326172,347648,203700,0.585938
random,1390592,1358.000000,1.326172,347648,11630300,33.454241
random_index,1390592,1358.000000,1.326172,347648,985200,2.833901
sequential,1391616,1359.000000,1.327148,347904,410700,1.180498
random,1391616,1359.000000,1.327148,347904,11413200,32.805602
random_index,1391616,1359.000000,1.327148,347904,861900,2.477408
sequential,1392640,1360.000000,1.328125,348160,217800,0.625574
random,1392640,1360.000000,1.328125,348160,11849600,34.034926
random_index,1392640,1360.000000,1.328125,348160,1117500,3.209731
sequential,1393664,1361.000000,1.329102,348416,201100,0.577184
random,1393664,1361.000000,1.329102,348416,11536200,33.110420
random_index,1393664,1361.000000,1.329102,348416,889100,2.551835
sequential,1394688,1362.000000,1.330078,348672,201500,0.577907
random,1394688,1362.000000,1.330078,348672,11486700,32.944142
random_index,1394688,1362.000000,1.330078,348672,800000,2.294420
sequential,1395712,1363.000000,1.331055,348928,532000,1.524670
random,1395712,1363.000000,1.331055,348928,11459300,32.841446
random_index,1395712,1363.000000,1.331055,348928,865000,2.479021
sequential,1396736,1364.000000,1.332031,349184,201600,0.577346
random,1396736,1364.000000,1.332031,349184,11464800,32.833120
random_index,1396736,1364.000000,1.332031,349184,841800,2.410763
sequential,1397760,1365.000000,1.333008,349440,272200,0.778961
